SA2,SA2 NAME,Earners,Median age,Sum,Median,Mean
211031266,Ringwood," 10,495 ", 39 ," 600,410,984 "," 48,466 "," 57,209 "
211031267,Ringwood East," 12,335 ", 43 ," 759,115,376 "," 51,592 "," 61,542 "
211031268,Ringwood North," 6,113 ", 46 ," 408,053,658 "," 52,794 "," 66,752 "
211031450,Croydon - East," 8,833 ", 40 ," 494,171,004 "," 50,598 "," 55,946 "
211031451,Croydon - West," 8,013 ", 44 ," 472,600,731 "," 49,419 "," 58,979 "
211031452,Croydon South," 2,772 ", 43 ," 163,053,600 "," 51,460 "," 58,822 "
211041269,Forest Hill," 6,331 ", 44 ," 358,874,039 "," 46,295 "," 56,685 "
211041270,Mitcham (Vicnp)," 10,311 ", 42 ," 655,707,679 "," 52,436 "," 63,593 "
211041271,Nunawading," 7,174 ", 41 ," 438,772,946 "," 50,193 "," 61,162 "
211041272,Vermont," 6,416 ", 44 ," 386,994,383 "," 47,530 "," 60,317 "
211041273,Vermont South," 7,510 ", 48 ," 441,688,762 "," 42,348 "," 58,813 "
211051274,Belgrave - Selby," 6,191 ", 44 ," 395,846,396 "," 51,296 "," 63,939 "
211051275,Chirnside Park," 6,762 ", 44 ," 412,651,508 "," 51,146 "," 61,025 "
211051276,Healesville - Yarra Glen," 8,088 ", 46 ," 439,376,424 "," 44,776 "," 54,324 "
211051277,Kilsyth," 5,389 ", 41 ," 303,799,583 "," 49,591 "," 56,374 "
211051278,Lilydale - Coldstream," 11,549 ", 44 ," 707,558,316 "," 49,666 "," 61,266 "
211051279,Monbulk - Silvan," 3,581 ", 46 ," 207,316,498 "," 46,045 "," 57,893 "
211051280,Montrose," 4,146 ", 44 ," 250,908,766 "," 51,060 "," 60,518 "
211051281,Mooroolbark," 13,446 ", 41 ," 783,095,575 "," 50,593 "," 58,240 "
211051282,Mount Dandenong - Olinda," 6,098 ", 48 ," 393,229,299 "," 49,421 "," 64,485 "
211051283,Mount Evelyn," 5,871 ", 43 ," 337,388,536 "," 49,054 "," 57,467 "
211051284,Upwey - Tecoma," 6,205 ", 44 ," 379,634,045 "," 53,054 "," 61,182 "
211051285,Wandin - Seville," 4,920 ", 44 ," 294,465,454 "," 50,071 "," 59,851 "
211051286,Yarra Valley," 9,165 ", 45 ," 472,172,381 "," 45,106 "," 51,519 "
212011287,Beaconsfield - Officer," 10,481 ", 39 ," 668,889,949 "," 54,964 "," 63,819 "
212011288,Bunyip - Garfield," 5,411 ", 46 ," 300,653,415 "," 46,667 "," 55,563 "
212011289,Emerald - Cockatoo," 10,939 ", 45 ," 686,322,951 "," 51,277 "," 62,741 "
212011290,Koo Wee Rup," 4,514 ", 43 ," 237,579,860 "," 46,281 "," 52,632 "
212011291,Pakenham - North," 11,074 ", 36 ," 599,849,694 "," 50,151 "," 54,167 "
212011292,Pakenham - South," 16,176 ", 38 ," 869,640,481 "," 48,516 "," 53,761 "
212021293,Berwick - North," 14,035 ", 46 ," 917,686,919 "," 51,353 "," 65,386 "
212021294,Berwick - South," 15,269 ", 41 ," 956,695,230 "," 52,611 "," 62,656 "
212021295,Doveton," 5,280 ", 36 ," 226,125,231 "," 40,209 "," 42,827 "
212021297,Hallam," 5,680 ", 40 ," 276,718,018 "," 44,062 "," 48,718 "
212021299,Narre Warren North," 5,084 ", 46 ," 390,922,955 "," 52,262 "," 76,893 "
212021453,Endeavour Hills - North," 6,716 ", 42 ," 370,837,178 "," 47,811 "," 55,217 "
212021454,Endeavour Hills - South," 7,823 ", 42 ," 408,843,586 "," 46,427 "," 52,262 "
212021455,Narre Warren - North East," 7,890 ", 41 ," 428,478,870 "," 48,869 "," 54,307 "
212021456,Narre Warren - South West," 7,806 ", 38 ," 389,604,192 "," 46,712 "," 49,911 "
212031300,Cranbourne," 10,852 ", 38 ," 537,786,695 "," 46,576 "," 49,556 "
212031301,Cranbourne East," 21,261 ", 36 ," 1,182,099,055 "," 51,548 "," 55,599 "
212031302,Cranbourne North," 12,273 ", 37 ," 660,722,424 "," 49,514 "," 53,835 "
212031303,Cranbourne South," 6,225 ", 41 ," 387,851,027 "," 53,619 "," 62,305 "
212031304,Cranbourne West," 9,712 ", 35 ," 508,345,098 "," 49,496 "," 52,342 "
212031305,Hampton Park - Lynbrook," 13,309 ", 38 ," 635,755,566 "," 45,462 "," 47,769 "
212031306,Lynbrook - Lyndhurst," 9,145 ", 38 ," 518,901,941 "," 51,352 "," 56,742 "
212031308,Pearcedale - Tooradin," 4,719 ", 44 ," 278,635,417 "," 49,975 "," 59,045 "
212031457,Narre Warren South (East)," 7,765 ", 43 ," 459,976,581 "," 49,704 "," 59,237 "
212031458,Narre Warren South (West)," 9,029 ", 40 ," 477,537,748 "," 47,731 "," 52,889 "
212041309,Clarinda - Oakleigh South," 6,748 ", 42 ," 360,067,736 "," 46,330 "," 53,359 "
212041310,Clayton South," 7,438 ", 35 ," 352,153,599 "," 40,706 "," 47,345 "
212041311,Dandenong," 15,550 ", 35 ," 687,392,172 "," 39,276 "," 44,205 "
212041312,Dandenong North," 11,739 ", 40 ," 571,951,343 "," 43,163 "," 48,722 "
212041313,Dingley Village," 6,440 ", 47 ," 387,504,664 "," 49,812 "," 60,172 "
212041314,Keysborough," 15,902 ", 39 ," 887,691,443 "," 47,046 "," 55,823 "
212041316,Noble Park North," 3,896 ", 41 ," 189,674,622 "," 45,231 "," 48,684 "
212041317,Springvale," 11,595 ", 35 ," 488,602,565 "," 36,924 "," 42,139 "
212041318,Springvale South," 6,708 ", 38 ," 294,539,070 "," 40,359 "," 43,909 "
212041459,Noble Park - East," 7,065 ", 35 ," 318,704,321 "," 41,703 "," 45,110 "
212041460,Noble Park - West," 9,992 ", 36 ," 431,105,973 "," 39,918 "," 43,145 "
212051319,Ashwood - Chadstone," 11,290 ", 39 ," 706,347,697 "," 49,496 "," 62,564 "
212051320,Clayton," 10,357 ", 32 ," 462,151,302 "," 34,178 "," 44,622 "
212051321,Glen Waverley - East," 13,332 ", 46 ," 774,344,803 "," 40,903 "," 58,082 "
212051322,Glen Waverley - West," 12,016 ", 44 ," 690,464,878 "," 41,184 "," 57,462 "
212051323,Mount Waverley - North," 9,961 ", 46 ," 625,123,741 "," 44,299 "," 62,757 "
212051324,Mount Waverley - South," 12,013 ", 44 ," 767,431,421 "," 47,729 "," 63,883 "
212051325,Mulgrave," 11,246 ", 42 ," 652,801,439 "," 48,369 "," 58,047 "
212051326,Oakleigh - Huntingdale," 13,203 ", 39 ," 800,134,455 "," 50,111 "," 60,602 "
212051327,Wheelers Hill," 12,708 ", 48 ," 849,907,774 "," 45,504 "," 66,880 "
213011328,Ardeer - Albion," 4,223 ", 35 ," 206,150,361 "," 43,579 "," 48,816 "
213011329,Cairnlea," 5,453 ", 40 ," 296,596,532 "," 47,564 "," 54,391 "
213011330,Deer Park - Derrimut," 13,717 ", 37 ," 721,985,221 "," 48,045 "," 52,634 "
213011331,Delahey," 4,440 ", 40 ," 223,981,059 "," 46,529 "," 50,446 "
213011332,Keilor Downs," 7,368 ", 42 ," 396,987,141 "," 46,823 "," 53,880 "
213011333,Kings Park (Vicnp)," 6,498 ", 39 ," 298,751,964 "," 43,026 "," 45,976 "
213011334,St Albans - North," 9,936 ", 35 ," 418,435,747 "," 37,761 "," 42,113 "
213011335,St Albans - South," 8,358 ", 36 ," 358,358,343 "," 37,770 "," 42,876 "
213011336,Sunshine," 5,623 ", 35 ," 272,886,155 "," 41,723 "," 48,530 "
213011337,Sunshine North," 6,024 ", 38 ," 274,258,349 "," 40,282 "," 45,528 "
213011338,Sunshine West," 9,589 ", 37 ," 460,025,178 "," 43,417 "," 47,974 "
213011339,Sydenham," 6,849 ", 39 ," 369,493,404 "," 47,777 "," 53,949 "
213011340,Taylors Lakes," 11,238 ", 46 ," 687,511,481 "," 51,181 "," 61,177 "
213021341,Altona," 7,942 ", 43 ," 550,392,509 "," 57,585 "," 69,301 "
213021342,Altona Meadows," 10,827 ", 40 ," 624,564,813 "," 52,072 "," 57,686 "
213021343,Altona North," 7,324 ", 38 ," 449,624,915 "," 53,368 "," 61,391 "
213021344,Newport," 11,216 ", 41 ," 899,736,722 "," 66,161 "," 80,219 "
213021345,Seabrook," 3,015 ", 41 ," 181,650,031 "," 52,078 "," 60,249 "
213021346,Williamstown," 9,996 ", 47 ," 906,318,222 "," 63,892 "," 90,668 "
213031347,Braybrook," 10,124 ", 34 ," 521,688,650 "," 43,989 "," 51,530 "
213031348,Footscray," 10,932 ", 33 ," 606,931,520 "," 46,955 "," 55,519 "
213031349,Maribyrnong," 8,254 ", 36 ," 533,588,726 "," 52,575 "," 64,646 "
213031350,Seddon - Kingsville," 5,893 ", 39 ," 442,465,897 "," 63,841 "," 75,083 "
213031351,West Footscray - Tottenham," 7,297 ", 36 ," 436,982,371 "," 51,551 "," 59,885 "
213031352,Yarraville," 9,495 ", 40 ," 755,658,530 "," 66,233 "," 79,585 "
213041353,Bacchus Marsh," 12,241 ", 42 ," 754,656,820 "," 53,816 "," 61,650 "
213041355,Hillside," 13,234 ", 39 ," 795,423,527 "," 53,281 "," 60,105 "
213041356,Melton," 9,851 ", 40 ," 511,642,770 "," 47,357 "," 51,938 "
213041357,Melton South," 13,561 ", 37 ," 740,374,944 "," 50,239 "," 54,596 "
213041358,Melton West," 9,962 ", 38 ," 541,031,816 "," 49,547 "," 54,310 "
213041359,Rockbank - Mount Cottrell," 2,188 ", 35 ," 137,776,845 "," 48,697 "," 62,969 "
213041360,Taylors Hill," 10,512 ", 40 ," 642,530,111 "," 53,453 "," 61,123 "
213041461,Burnside," 2,694 ", 41 ," 149,837,017 "," 49,747 "," 55,619 "
213041462,Burnside Heights," 3,289 ", 38 ," 190,199,501 "," 50,944 "," 57,829 "
213041463,Caroline Springs," 11,280 ", 41 ," 711,678,088 "," 54,704 "," 63,092 "
213051361,Hoppers Crossing - North," 11,432 ", 41 ," 629,085,887 "," 48,776 "," 55,029 "
213051362,Hoppers Crossing - South," 10,645 ", 40 ," 546,294,498 "," 45,768 "," 51,319 "
213051363,Laverton," 6,275 ", 34 ," 347,069,839 "," 46,852 "," 55,310 "
213051365,Tarneit," 22,755 ", 35 ," 1,236,065,895 "," 48,616 "," 54,321 "
213051366,Truganina," 15,094 ", 35 ," 817,100,600 "," 48,546 "," 54,134 "
213051368,Werribee - South," 7,428 ", 42 ," 455,730,147 "," 52,000 "," 61,353 "
213051369,Wyndham Vale," 13,931 ", 36 ," 783,327,958 "," 51,493 "," 56,229 "
213051464,Point Cook - East," 8,924 ", 38 ," 598,544,858 "," 53,150 "," 67,071 "
213051465,Point Cook - North," 13,399 ", 39 ," 859,569,166 "," 54,720 "," 64,152 "
213051466,Point Cook - South," 9,319 ", 37 ," 613,810,214 "," 57,871 "," 65,867 "
213051467,Werribee - East," 10,101 ", 39 ," 520,390,367 "," 46,229 "," 51,519 "
213051468,Werribee - West," 8,485 ", 38 ," 502,997,515 "," 52,436 "," 59,281 "
214011370,Carrum Downs," 12,247 ", 40 ," 665,068,906 "," 50,667 "," 54,305 "
214011371,Frankston," 12,820 ", 41 ," 682,782,948 "," 47,388 "," 53,259 "
214011372,Frankston North," 9,526 ", 40 ," 462,747,260 "," 45,692 "," 48,577 "
214011373,Frankston South," 11,240 ", 47 ," 734,720,675 "," 51,192 "," 65,367 "
214011374,Langwarrin," 14,921 ", 42 ," 894,844,400 "," 51,940 "," 59,972 "
214011375,Seaford (Vicnp)," 9,621 ", 42 ," 543,854,981 "," 50,587 "," 56,528 "
214011376,Skye - Sandhurst," 8,102 ", 42 ," 521,504,553 "," 54,210 "," 64,367 "
214021377,Dromana," 7,109 ", 49 ," 406,599,503 "," 42,729 "," 57,195 "
214021378,Flinders," 3,798 ", 54 ," 295,317,289 "," 47,280 "," 77,756 "
214021379,Hastings - Somers," 12,302 ", 44 ," 675,541,492 "," 45,601 "," 54,913 "
214021380,Mornington," 14,518 ", 48 ," 874,512,473 "," 45,608 "," 60,236 "
214021381,Mount Eliza," 11,631 ", 49 ," 968,573,618 "," 55,000 "," 83,275 "
214021382,Mount Martha," 11,608 ", 48 ," 797,533,797 "," 49,556 "," 68,706 "
214021383,Point Nepean," 10,605 ", 50 ," 639,308,591 "," 40,382 "," 60,284 "
214021384,Rosebud - McCrae," 11,072 ", 48 ," 528,755,832 "," 39,596 "," 47,756 "
214021385,Somerville," 11,332 ", 44 ," 668,311,535 "," 48,755 "," 58,976 "
215011386,Ararat," 4,258 ", 46 ," 209,286,561 "," 43,904 "," 49,151 "
215011387,Ararat Region," 1,878 ", 50 ," 94,973,125 "," 41,086 "," 50,571 "
215011388,Horsham," 9,612 ", 45 ," 504,804,212 "," 46,612 "," 52,518 "
215011389,Horsham Region," 2,182 ", 48 ," 118,305,375 "," 46,405 "," 54,219 "
215011390,Nhill Region," 3,814 ", 49 ," 216,381,249 "," 45,952 "," 56,733 "
215011391,St Arnaud," 1,872 ", 50 ," 89,846,757 "," 40,191 "," 47,995 "
215011392,Stawell," 4,552 ", 48 ," 220,397,672 "," 42,677 "," 48,418 "
215011393,West Wimmera," 1,597 ", 51 ," 80,777,590 "," 41,948 "," 50,581 "
215011394,Yarriambiack," 3,602 ", 51 ," 209,736,150 "," 46,030 "," 58,228 "
215021395,Irymple," 3,843 ", 45 ," 212,895,766 "," 45,791 "," 55,398 "
215021396,Merbein," 2,588 ", 46 ," 121,109,330 "," 42,744 "," 46,796 "
215021398,Mildura Region," 2,039 ", 49 ," 103,515,326 "," 42,045 "," 50,768 "
215021399,Red Cliffs," 3,024 ", 44 ," 137,768,942 "," 42,248 "," 45,559 "
215021469,Mildura - North," 9,756 ", 42 ," 494,113,188 "," 43,297 "," 50,647 "
215021470,Mildura - South," 8,845 ", 42 ," 458,222,783 "," 45,574 "," 51,806 "
215031400,Buloke," 3,458 ", 51 ," 173,938,249 "," 40,423 "," 50,300 "
215031401,Gannawarra," 3,654 ", 49 ," 169,253,693 "," 39,347 "," 46,320 "
215031402,Kerang," 2,028 ", 49 ," 94,164,405 "," 39,727 "," 46,432 "
215031403,Robinvale," 1,764 ", 41 ," 95,353,344 "," 43,082 "," 54,055 "
215031404,Swan Hill," 6,427 ", 43 ," 344,967,138 "," 46,178 "," 53,675 "
215031405,Swan Hill Region," 3,545 ", 47 ," 182,955,774 "," 43,983 "," 51,610 "
216011406,Echuca," 8,968 ", 46 ," 472,595,818 "," 44,986 "," 52,698 "
216011407,Kyabram," 6,018 ", 46 ," 282,724,304 "," 42,832 "," 46,980 "
216011408,Lockington - Gunbower," 2,221 ", 47 ," 104,497,800 "," 42,116 "," 47,050 "
216011409,Rochester," 2,194 ", 49 ," 108,546,747 "," 42,188 "," 49,474 "
216011410,Rushworth," 2,060 ", 50 ," 94,324,272 "," 38,359 "," 45,788 "
216021411,Cobram," 3,233 ", 45 ," 159,867,382 "," 43,115 "," 49,449 "
216021412,Moira," 1,551 ", 49 ," 74,770,378 "," 40,771 "," 48,208 "
216021413,Numurkah," 6,894 ", 47 ," 305,979,172 "," 39,931 "," 44,383 "
216021414,Yarrawonga," 4,210 ", 48 ," 203,397,166 "," 40,572 "," 48,313 "
216031415,Mooroopna," 4,120 ", 43 ," 194,945,218 "," 44,321 "," 47,317 "
216031416,Shepparton - North," 10,890 ", 43 ," 614,387,759 "," 47,629 "," 56,418 "
216031417,Shepparton - South," 12,618 ", 42 ," 632,368,538 "," 43,183 "," 50,116 "
216031418,Shepparton Region - East," 2,516 ", 47 ," 121,293,953 "," 42,574 "," 48,209 "
216031419,Shepparton Region - West," 5,719 ", 46 ," 276,514,755 "," 41,983 "," 48,350 "
217011420,Glenelg (Vicnp)," 4,982 ", 50 ," 253,113,490 "," 42,273 "," 50,806 "
217011421,Hamilton (Vicnp)," 5,850 ", 47 ," 289,858,793 "," 42,871 "," 49,549 "
217011422,Portland," 5,919 ", 47 ," 329,285,491 "," 46,812 "," 55,632 "
217011423,Southern Grampians," 3,757 ", 50 ," 214,153,637 "," 42,664 "," 57,001 "
217031471,Camperdown," 1,920 ", 48 ," 92,173,425 "," 42,348 "," 48,007 "
217031472,Colac," 7,237 ", 43 ," 366,704,212 "," 45,879 "," 50,671 "
217031473,Colac Region," 3,486 ", 48 ," 162,877,341 "," 40,060 "," 46,723 "
217031474,Corangamite - North," 3,053 ", 49 ," 147,820,782 "," 42,284 "," 48,418 "
217031475,Corangamite - South," 4,377 ", 47 ," 194,008,497 "," 36,852 "," 44,325 "
217031476,Otway," 2,297 ", 51 ," 102,803,242 "," 33,929 "," 44,755 "
217041477,Moyne - East," 3,954 ", 46 ," 200,279,038 "," 44,000 "," 50,652 "
217041478,Moyne - West," 5,765 ", 48 ," 300,242,872 "," 43,136 "," 52,080 "
217041479,Warrnambool - North," 12,950 ", 43 ," 774,560,293 "," 46,945 "," 59,812 "
217041480,Warrnambool - South," 7,734 ", 44 ," 424,198,687 "," 45,726 "," 54,849 "
301011001,Alexandra Hills," 9,861 ", 42 ," 557,790,384 "," 51,219 "," 56,565 "
301011002,Belmont - Gumdale," 4,835 ", 46 ," 392,007,510 "," 55,608 "," 81,077 "
301011003,Birkdale," 9,149 ", 44 ," 573,011,736 "," 52,287 "," 62,631 "
301011004,Capalaba," 10,945 ", 41 ," 632,950,341 "," 51,047 "," 57,830 "
301011005,Thorneside," 2,266 ", 43 ," 135,603,952 "," 53,644 "," 59,843 "
301011006,Wellington Point," 7,528 ", 46 ," 509,986,637 "," 53,891 "," 67,745 "
301021007,Cleveland," 9,238 ", 49 ," 653,167,685 "," 49,551 "," 70,704 "
301021008,Ormiston," 3,820 ", 48 ," 274,025,647 "," 50,744 "," 71,734 "
301021009,Redland Bay," 9,926 ", 43 ," 621,234,361 "," 53,046 "," 62,587 "
301021011,Sheldon - Mount Cotton," 5,210 ", 41 ," 366,486,357 "," 59,537 "," 70,343 "
301021012,Thornlands," 9,960 ", 43 ," 655,588,381 "," 54,189 "," 65,822 "
301021013,Victoria Point," 8,763 ", 47 ," 508,670,200 "," 48,079 "," 58,047 "
301021527,Redland Islands," 3,890 ", 54 ," 160,780,877 "," 31,860 "," 41,332 "
301031014,Brisbane Port - Lytton, 13 , 34 ," 1,103,051 "," 60,003 "," 84,850 "
301031015,Manly - Lota," 4,678 ", 47 ," 364,972,500 "," 57,762 "," 78,019 "
301031016,Manly West," 7,102 ", 43 ," 462,084,797 "," 55,332 "," 65,064 "
301031017,Murarrie," 2,912 ", 38 ," 205,688,560 "," 58,514 "," 70,635 "
301031018,Tingalpa," 5,480 ", 41 ," 339,551,150 "," 55,626 "," 61,962 "
301031019,Wakerley," 5,496 ", 42 ," 443,810,256 "," 67,353 "," 80,752 "
301031020,Wynnum," 8,308 ", 45 ," 554,288,748 "," 54,776 "," 66,717 "
301031021,Wynnum West - Hemmant," 8,708 ", 41 ," 519,339,075 "," 52,970 "," 59,639 "
302011022,Bald Hills," 4,507 ", 40 ," 262,919,601 "," 52,915 "," 58,336 "
302011023,Bridgeman Downs," 6,028 ", 46 ," 503,061,785 "," 61,105 "," 83,454 "
302011024,Carseldine," 5,800 ", 43 ," 369,351,630 "," 53,678 "," 63,681 "
302011025,Everton Park," 6,085 ", 38 ," 384,032,490 "," 55,888 "," 63,111 "
302011026,McDowall," 4,994 ", 44 ," 341,103,978 "," 56,000 "," 68,303 "
302021027,Aspley," 7,908 ", 45 ," 501,486,180 "," 51,316 "," 63,415 "
302021028,Chermside," 6,258 ", 35 ," 348,445,176 "," 48,962 "," 55,680 "
302021029,Chermside West," 4,076 ", 43 ," 254,138,809 "," 53,364 "," 62,350 "
302021030,Geebung," 2,747 ", 42 ," 171,638,210 "," 53,822 "," 62,482 "
302021031,Kedron - Gordon Park," 8,971 ", 39 ," 660,038,669 "," 60,770 "," 73,575 "
302021032,Stafford," 3,959 ", 36 ," 265,623,670 "," 56,695 "," 67,094 "
302021033,Stafford Heights," 4,205 ", 42 ," 271,974,590 "," 54,090 "," 64,679 "
302021034,Wavell Heights," 6,324 ", 42 ," 498,776,869 "," 63,405 "," 78,870 "
302031035,Boondall," 5,712 ", 41 ," 326,475,964 "," 50,924 "," 57,156 "
302031036,Brisbane Airport, 94 , 42 ," 7,166,758 "," 65,545 "," 76,242 "
302031037,Eagle Farm - Pinkenba, 929 , 39 ," 73,567,424 "," 61,345 "," 79,190 "
302031038,Northgate - Virginia," 4,462 ", 38 ," 306,551,894 "," 57,498 "," 68,703 "
302031039,Nudgee - Banyo," 6,259 ", 40 ," 402,155,729 "," 56,744 "," 64,252 "
302031040,Nundah," 8,846 ", 35 ," 582,559,874 "," 56,928 "," 65,856 "
302041041,Bracken Ridge," 10,366 ", 41 ," 599,745,268 "," 51,960 "," 57,857 "
302041042,Brighton (Qld)," 5,641 ", 45 ," 364,815,727 "," 56,588 "," 64,672 "
302041043,Deagon," 2,112 ", 43 ," 125,023,096 "," 51,974 "," 59,197 "
302041044,Sandgate - Shorncliffe," 3,853 ", 47 ," 273,516,476 "," 56,010 "," 70,988 "
302041045,Taigum - Fitzgibbon," 7,937 ", 38 ," 446,914,873 "," 51,456 "," 56,308 "
302041046,Zillmere," 5,257 ", 35 ," 274,646,451 "," 48,428 "," 52,244 "
303011047,Camp Hill," 7,464 ", 41 ," 658,193,708 "," 66,830 "," 88,182 "
303011048,Cannon Hill," 3,990 ", 37 ," 284,366,709 "," 59,703 "," 71,270 "
303011049,Carina," 7,024 ", 39 ," 462,113,674 "," 56,932 "," 65,791 "
303011050,Carina Heights," 4,232 ", 38 ," 289,386,947 "," 56,695 "," 68,381 "
303011051,Carindale," 10,826 ", 46 ," 794,185,615 "," 53,365 "," 73,359 "
303021052,Annerley," 7,676 ", 35 ," 482,447,766 "," 52,017 "," 62,851 "
303021053,Coorparoo," 11,808 ", 37 ," 904,909,875 "," 58,745 "," 76,635 "
303021054,Fairfield - Dutton Park," 3,107 ", 35 ," 195,622,617 "," 48,829 "," 62,962 "
303021055,Greenslopes," 6,625 ", 34 ," 447,498,400 "," 56,538 "," 67,547 "
303021056,Holland Park," 5,162 ", 41 ," 385,345,860 "," 58,792 "," 74,650 "
303021057,Holland Park West," 4,111 ", 39 ," 297,525,223 "," 57,845 "," 72,373 "
303021058,Woolloongabba," 4,502 ", 31 ," 262,270,419 "," 46,307 "," 58,256 "
303021059,Yeronga," 6,436 ", 41 ," 522,609,311 "," 57,892 "," 81,201 "
303031060,Eight Mile Plains," 9,610 ", 38 ," 516,675,669 "," 41,423 "," 53,764 "
303031061,Macgregor (Qld)," 3,771 ", 37 ," 169,326,032 "," 33,403 "," 44,902 "
303031062,Mansfield (Qld)," 5,240 ", 43 ," 300,699,070 "," 48,500 "," 57,385 "
303031063,Mount Gravatt," 9,293 ", 38 ," 601,882,321 "," 55,187 "," 64,767 "
303031064,Rochedale - Burbank," 5,097 ", 41 ," 369,001,523 "," 52,990 "," 72,396 "
303031065,Upper Mount Gravatt," 5,719 ", 35 ," 306,933,516 "," 43,612 "," 53,669 "
303031066,Wishart," 6,972 ", 43 ," 408,459,353 "," 48,228 "," 58,586 "
303041067,Coopers Plains," 3,410 ", 34 ," 160,043,442 "," 40,084 "," 46,934 "
303041068,Moorooka," 6,787 ", 38 ," 422,425,477 "," 54,047 "," 62,240 "
303041069,Robertson," 3,301 ", 38 ," 179,349,296 "," 34,433 "," 54,332 "
303041070,Salisbury - Nathan," 4,428 ", 39 ," 259,843,910 "," 50,896 "," 58,682 "
303041071,Tarragindi," 6,725 ", 42 ," 540,445,121 "," 62,637 "," 80,364 "
303051072,Algester," 5,046 ", 38 ," 266,367,110 "," 47,649 "," 52,788 "
303051073,Calamvale - Stretton," 13,437 ", 38 ," 707,077,728 "," 42,898 "," 52,622 "
303051074,Pallara - Willawong," 3,577 ", 37 ," 217,410,512 "," 54,889 "," 60,780 "
303051075,Parkinson - Drewvale," 9,522 ", 40 ," 561,285,635 "," 50,274 "," 58,946 "
303051076,Rocklea - Acacia Ridge," 5,035 ", 36 ," 242,395,044 "," 43,953 "," 48,142 "
303061077,Kuraby," 4,692 ", 41 ," 268,510,192 "," 43,980 "," 57,227 "
303061078,Runcorn," 8,830 ", 36 ," 406,438,680 "," 37,937 "," 46,029 "
303061079,Sunnybank," 5,617 ", 36 ," 243,697,761 "," 30,447 "," 43,386 "
303061080,Sunnybank Hills," 10,804 ", 39 ," 544,392,046 "," 38,837 "," 50,388 "
304011081,Jindalee - Mount Ommaney," 4,945 ", 46 ," 337,041,491 "," 54,167 "," 68,158 "
304011082,Middle Park - Jamboree Heights," 4,443 ", 44 ," 266,596,819 "," 51,410 "," 60,004 "
304011083,Riverhills," 2,528 ", 40 ," 156,117,410 "," 55,660 "," 61,755 "
304011084,Seventeen Mile Rocks - Sinnamon Park," 6,032 ", 45 ," 466,805,689 "," 59,667 "," 77,388 "
304011085,Westlake," 2,992 ", 48 ," 215,692,468 "," 55,464 "," 72,090 "
304021086,Bellbowrie - Moggill," 6,299 ", 44 ," 439,624,360 "," 57,370 "," 69,793 "
304021087,Brookfield - Kenmore Hills," 4,610 ", 49 ," 489,857,291 "," 59,277 "," 106,260 "
304021088,Chapel Hill," 6,855 ", 46 ," 567,841,371 "," 58,506 "," 82,836 "
304021089,Fig Tree Pocket," 2,716 ", 46 ," 301,500,582 "," 64,506 "," 111,009 "
304021090,Kenmore," 5,833 ", 46 ," 420,083,785 "," 55,230 "," 72,018 "
304021091,Pinjarra Hills - Pullenvale," 3,525 ", 48 ," 352,446,575 "," 62,254 "," 99,985 "
304031092,Chelmer - Graceville," 4,899 ", 45 ," 502,598,812 "," 65,797 "," 102,592 "
304031093,Corinda," 3,145 ", 44 ," 249,395,581 "," 58,413 "," 79,299 "
304031094,Indooroopilly," 8,056 ", 39 ," 663,550,630 "," 51,134 "," 82,367 "
304031095,Sherwood," 3,915 ", 42 ," 327,688,148 "," 59,198 "," 83,701 "
304031096,St Lucia," 5,571 ", 37 ," 421,378,463 "," 38,779 "," 75,638 "
304031097,Taringa," 5,783 ", 36 ," 412,870,092 "," 51,299 "," 71,394 "
304041098,Enoggera," 5,395 ", 35 ," 375,964,432 "," 63,653 "," 69,688 "
304041099,Enoggera Reservoir, 17 , 47 ," 1,366,925 "," 39,035 "," 80,407 "
304041100,Keperra," 4,057 ", 42 ," 232,745,429 "," 49,848 "," 57,369 "
304041101,Mitchelton," 5,204 ", 40 ," 371,686,145 "," 61,822 "," 71,423 "
304041102,Mount Coot-tha, np , np , np , np , np 
304041103,The Gap," 10,530 ", 46 ," 818,820,779 "," 58,682 "," 77,761 "
304041104,Upper Kedron - Ferny Grove," 6,498 ", 43 ," 442,363,242 "," 58,849 "," 68,077 "
305011105,Brisbane City," 9,339 ", 32 ," 650,454,720 "," 37,501 "," 69,649 "
305011106,Fortitude Valley," 5,906 ", 31 ," 360,575,042 "," 48,910 "," 61,052 "
305011107,Highgate Hill," 4,194 ", 39 ," 312,319,666 "," 50,117 "," 74,468 "
305011108,Kangaroo Point," 6,663 ", 35 ," 519,644,014 "," 56,309 "," 77,989 "
305011109,New Farm," 8,926 ", 37 ," 866,938,400 "," 60,467 "," 97,125 "
305011110,South Brisbane," 6,326 ", 33 ," 436,863,029 "," 49,102 "," 69,058 "
305011111,Spring Hill," 4,716 ", 31 ," 273,604,656 "," 39,099 "," 58,016 "
305011112,West End," 8,381 ", 35 ," 620,359,061 "," 55,517 "," 74,020 "
305021113,Balmoral," 2,915 ", 41 ," 268,684,419 "," 67,367 "," 92,173 "
305021114,Bulimba," 4,633 ", 42 ," 498,981,265 "," 72,584 "," 107,702 "
305021115,East Brisbane," 4,215 ", 34 ," 310,934,273 "," 52,436 "," 73,769 "
305021116,Hawthorne," 3,444 ", 41 ," 394,218,186 "," 68,625 "," 114,465 "
